uniprot	FLYBASE	Alias
Q9VZV3	FBgn0035397	Dmel\CG11486;PAN3
P15007	FBgn0000579	BEST:LD15491;CG17654;CT32526;Dmel\CG17654;ENOA;Eno2;T18;anon-WO0153538.76;eno
Q9VEY5	FBgn0038400	Dmel\CG5903;anon-EST:Posey87;anon-WO0118547.99;bs05g07.y1
A0A0B4LHN1	FBgn0035088	DmP29;Dmel\CG3776;EP(2)0835;Jhebp29;P29
M9PGC8	FBgn0040354	Dmel\CG14418;EG:BACR43E12.5
Q9VT33	FBgn0036030	Dmel\CG6767
Q9VT32	FBgn0036030	Dmel\CG6767
Q9VT31	FBgn0036029	Dmel\CG16719
Q9VI21	FBgn0037443	CG1021;Dmel\CG1021;anon-WO0118547.375;dmtn
Q9VI20	FBgn0037442	CG10277;Dmel\CG10277;godzilla[CG10277]
Q9VI23	FBgn0037445	Dmel\CG9727
Q9VZE8	FBgn0035522	1273;Dmel\CG1273
Q9VZE7	FBgn0035523	Dmel\CG1311
Q9VZE6	FBgn0035524	CG32253;Dmel\CG11583;dBRX1
Q9VT39	FBgn0036036	Dmel\CG14174
Q9VT38	FBgn0036035	Dmel\CG18178
Q9VHV1	FBgn0037554	AAF54198;CG7602;DNA Pol II-iota;DNA-pol iota;DNApol-i;Dm-Poliota;Dmel\CG7602;Poliota;drad30B
Q9VZE2	FBgn0035528	Dmel\CG15012
Q9VZE0	FBgn0066365	CG15013;Dmel\CG15013
B7Z049	FBgn0264006	CG17368;CG32131;CG32132;CG34400;CG43749;CG8760;Dm_3L:69335;Dmel\CG43749;Dmel_CG17368;Dmel_CG32131;Dmel_CG32132;Dmel_CG34400;Dmel_CG8760;anon-AE003536.1
Q9VP68	FBgn0037057	Dmel\CG10512
Q06521	FBgn0003983	CG9271;Dmel\CG9271;VM26A.1;VM34C;VM34C.1;Vm34C;Vm34Cc
Q9VUN3	FBgn0036497	BcDNA:GH25818;CG7815;Dmel\CG7815;anon-WO0140519.150;ran-like
Q9VMX1	FBgn0031659	Dmel\CG14043
A0A0B4KHZ0	FBgn0010328	CG5965;Dmel\CG5965;WOC;Woc
Q8T465	FBgn0033953	Dmel\CG12861
A0A0B4LG15	FBgn0265356	Abba;CG15105;Dmel\CG15105;abba;l(2)tn
Q9VEC5	FBgn0261532	3R23;CG 7212;CG7212;Dmel\CG7212;Imp13;imp13;sd-5
A2RVF0	FBgn0020762	CG2969;Dmel\CG2969
A0A0B4LG12	FBgn0033499	Dmel\CG12914
C0HJX5	FBgn0259731	CG42385;Dm2;Dmel\CG42385;ORF 2A;ORF2;Pep2;pri;tal
C0HJX5	FBgn0259730	CG42384;Dm1;Dmel\CG42384;ORF 1A;ORF1;Pep1;Tal1A;pri;tal
C0HJX4	FBgn0259731	CG42385;Dm2;Dmel\CG42385;ORF 2A;ORF2;Pep2;pri;tal
C0HJX4	FBgn0259730	CG42384;Dm1;Dmel\CG42384;ORF 1A;ORF1;Pep1;Tal1A;pri;tal
Q6NMX2	FBgn0050458	CG17288;Dmel\CG30458
Q7JXA8	FBgn0004400	CG10683;Dmel\CG10683;HP1D;HP1d;RHI;Rhi;rno
Q9W3L5	FBgn0029989	CG18293;Dmel\CG15333
Q9W1M9	FBgn0034879	CG3931;Dmel\CG3931;RRP4;dRrp4;rrp4
Q8INT5	FBgn0023090	CG31623;Dmel\CG31623;Dtr
Q9W1M7	FBgn0015277	CG5373;DmVps34;Dmel\CG5373;PI(3)K;PI3K;PI3K-59F;PI3K_59F;PI[[3]]K;Pi3K_59F;VPS34;Vps34;dPI3K;dVps34;dVps34/PI3K59F;vps34
Q9W1M6	FBgn0015903	3041;Apt;CG5393;Dmel\CG5393;TDF;TDF/APT;l(2)03041;l(2)06369;l(2)09049;l(2)59Ea;l(2)k11531;tdf
Q8I0Q7	FBgn0035497	CT34848;Dmel\CG14995;NEST:bs15f01;NEST:bs17f06;anon-WO0140519.252;bs17f06.y1
Q9VRY7	FBgn0052392	CG10099;CG14912;Dmel\CG32392
Q9W1M3	FBgn0034883	Aqp17664;Dmel\CG17664
Q9W1M2	FBgn0034884	Aqp17662;Dmel\CG17662
Q8IN41	FBgn0044810	CG31193;Dmel\CG31193;TOTX;Tot X;tot
A0A0B4KEU4	FBgn0033639	Dmel\CG9003;FBXL2
Q9VTH3	FBgn0036150	CG6185;CT19410;DmelIR68a;Dmel\CG6185;IR68a
Q9VTH0	FBgn0036147	CG6199;Dmel\CG6199;LH3;RE-H;anon-EST:ParkEST325;anon-WO0118547.416;dPlod
Q9VTH1	FBgn0061469	AS;As;CG6190;Dmel\CG6190;Dube3a;NM_140195.2;UBE3A;dUBE3A;das;dube3A;dube3a;ube3a
Q9W0X7	FBgn0035086	Dmel\CG12851
Q9VKT4	FBgn0032269	BcDNA:AT31112;CG7363;Dmel\CG7363
Q9VKT7	FBgn0032266	Dmel\CG18302
A1Z8C4	FBgn0033554	CG12938;Dmel\CG12938;dLsm10
Q9VKT9	FBgn0032264	CG6113;Dmel\CG6113;dLip4;dlip4
Q9VKT8	FBgn0032265	Dmel\CG18301
Q9VTH8	FBgn0036155	Dmel\CG6163
Q9VTH9	FBgn0036156	Dmel\CG11726;cg11726
Q8SZK5	FBgn0051769	BcDNA:RH26533;Dmel\CG31769
A1ZAR2	FBgn0034202	Dmel\CG17287
P56538	FBgn0034915	CG17611;DeIF6;Dmel\CG17611;anon-WO0172774.153;anon-WO0172774.155;eif6;elF6;l(2)k13214
A1ZAR7	FBgn0034206	BcDNA:AT30190;Dmel\CG18469
A1ZAR6	FBgn0034205	Dmel\CG10950
Q9VM16	FBgn0031910	Dmel\CG15818
P49028	FBgn0002736	CG9401;Dm MGN;DmMago;Dmel\CG9401;MAGOH;MGN;Mago;Magoh;l(2)57Ca;mgn
D3DMP4	FBgn0037612	Dmel\CG8112
X2JJP5	FBgn0052654	BcDNA:RE70141;CG18079;CG2551;CG32654;Dmel\CG32654;dSec16;dsec16;sec16;sec26
Q2PDV9	FBgn0031220	Dmel\CG4822
Q2PDV8	FBgn0031220	Dmel\CG4822
Q9W395	FBgn0052707	CG32707;CG4350;Dmel\CG32707
Q9VY27	FBgn0030573	CG5310;Dmel\CG5310
Q9VY26	FBgn0030574	Dmel\CG9413
Q9VY21	FBgn0030577	Dmel\CG5334
Q9VY20	FBgn0030578	Dmel\CG5347
Q7KUB1	FBgn0001248	CG7176;CT22171;Dmel\CG7176;ICDH;IDH;IDH-NADP;Idh-NADP;cIdh;idh;isocitrate dehydrogenase;l(3)L3852
A0A0B4KED3	FBgn0053558	CG33352;CG33558;CG9469;Dm_2R:10851;Dmel\CG33558;MIM;Mim;anon-EST:fe1E4;dmim
Q9VY29	FBgn0030571	BcDNA:AT01764;Dmel\CG14414;cg14414
M9PC24	FBgn0264489	BcDNA:RE55923;BcDNA:RH19933;CG14172;CG32049;CG32050;CG32051;CG33205;CG8154;CG8163;Dmel\CG43897;Dmel_CG32050;Dmel_CG33205
Q7KUB3	FBgn0001253	BcDNA:RE39082;CG13668;CG32356;CG7116;CT22003;CT33103;Dmel\CG32356;IMP-E1;Imp-E1
C1C529	FBgn0038294	BcDNA:GH23305;CG6803;DmMf;Dmel\CG6803;Zeelin1;z1
B5RIU6	FBgn0038659	CG14296;D-endo;D-endoA;Dendo-A;Dmel\CG14296;Endo;endo;endoA
Q9W391	FBgn0030087	Dmel\CG7766
A1Z9G5	FBgn0000633	CG17716;CT39263;Dmel\CG17716;l(2)05488;l(2)5488
Q8IPG9	FBgn0261822	135/10;BcDNA:GH21853;CG31605;Dmel\CG31605;NP6293;bsg;gel;l(2)06243;l(2)SH1217;l(2)SH2 1217;l(2)k06338;l(2)k09030;l(2)k13638;l(2)k14308;ms(2)08318
Q8IPG8	FBgn0051606	Dmel\CG31606
Q8IPG2	FBgn0032000	Dmel\CG8372
Q8IPG1	FBgn0032006	8222;CG8222;CT24332;DmVEGFR;Dmel\CG8222;PVR;VEGFR;VEGFR-A;VGR1;Vegf;Vegfr;Vegfr-b;Vegfr-c;Vgr1;pvr;stai;vgr1
Q8IPG0	FBgn0032010	CG8113;Dmel\CG8086
M9PD98	FBgn0263355	38C.49;38C.52;CG11016;CG11017;CG11019;CG18597;CG31688-PA;Dmel\CG31688;Dmel_CG11019
A0A0B4LIF6	FBgn0038881	Dmel\CG16791;anon-WO0172774.78
A0A0B4KFU6	FBgn0261929	CG42796;CG7994;CG8007;Dmel\CG42796;Dmel_CG7994;Dmel_CG8007;anon-WO0170980.94;anon-WO0170980.95;anon-WO0170980.97;anon-WO0170980.98
Q9VEY3	FBgn0038402	CG5952;Dmel\CG5952;bHLHa33;fer2
A8JUU1	FBgn0052654	BcDNA:RE70141;CG18079;CG2551;CG32654;Dmel\CG32654;dSec16;dsec16;sec16;sec26
A8JUU3	FBgn0052654	BcDNA:RE70141;CG18079;CG2551;CG32654;Dmel\CG32654;dSec16;dsec16;sec16;sec26
Q8MLP9	FBgn0050172	BcDNA:RH70879;DmelCSP1;Dmel\CG30172;anon-AE003462.1
Q9VUV4	FBgn0036544	CG6114;Dmel\CG6114
A1Z9K0	FBgn0033889	Dmel\CG6701;EP(2)2054;EP2054
A8JMD5	FBgn0085385	CG12524;CG14163;Dmel\CG34356;Dmel_CG12524;Dmel_CG14163
A1Z9K4	FBgn0020620	CG13351;CG8085;DRN-tre;Dmel\CG8085
Q9VUV2	FBgn0264908	BP1024;BcDNA:GH21757;CG12486;CG13444;CG33989;CG44099;CG6112;CT19189;Dmel\CG44099;Dmel_CG12486;Dmel_CG33989;pHCL-A
A0A0B4JD54	FBgn0027596	BEST:GH19041;BcDNA:GH03482;CG10249;Dmel\CG10249;kank
A1Z9K8	FBgn0040752	BcDNA:GH23107;CG13354;CG30483;CG8122;D-ProSAP;Dmel\CG30483;ProSAP;Shank;anon-WO0118547.149
Q9VUV9	FBgn0263599	ASCC3L1;Brr2;CG5931;Dmel\CG5931;anon-EST:Liang-1.21;brr2;cg5931;clone 1.21
Q9VUV8	FBgn0036547	Dmel\CG17032
Q9VM55	FBgn0031879	CG9138;CT26172;Dmel\CG9138;Poly-EGF;SP1070;Uif;poly-EGF;sp1070
P13098	FBgn0000591	CG8365;Dmel\CG8365;E(Spl);E(spl);E(spl) m8;E(spl)-C;E(spl)-m8;E(spl)M8;E(spl)bHLH;E(spl)m8;En(spl);En(spl)-C;Espl;HLHm8;Hes;M8;Su(H)[[m8]];anon-EST:Liang-1.71;bHLHb36;clone 1.71;e(spl);l(3)96Fd;m8
Q9VBV8	FBgn0039293	Dmel\CG11851;dAlg9
Q9VBV6	FBgn0039294	CG10421;CG13664;CT29262;Cad96C;DCad96Cb;Dmel\CG13664;cad96C;cad96Cb;cg13664
M9MRF5	FBgn0261836	BBF-1;Bbbf1;BcDNA:AT10293;BcDNA:GH02446;BcDNA:GH18470;BcDNA:LP10936;CG14035;CG18251;CG18252;CG31649;CG31916;CG33549;CG33715;CG42768;Dmel\CG42768;Dmel_CG14035;Dmel_CG33715;FBgn0010070;MSP-300;MSP300;Msp-300;Spec25CD;jf22;l(2)25Ch;l(2)jf22;msp-300;msp300
P13096	FBgn0002631	CG6096;Dmel\CG6096;E(spl) m5;E(spl) transcription unit m5;E(spl)-m5;E(spl)M5;E(spl)m5;HLH-m5;HLHm5;bHLHb36;m5
M9PGW8	FBgn0014133	CG1822;Dmel\CG1822
D4G7A5	FBgn0052264	CG10857;CG10860;CG12604;CG14978;Dmel\CG32264
Q9VBV1	FBgn0039299	Dmel\CG11854
Q8IHA6	FBgn0037831	CAP-H2;CG14685;CapH2;Dmel\CG14685;cap-H2;dCap-H2
Q9W528	FBgn0025627	Dmel\CG4194;EG:22E5.6
Q9VHV8	FBgn0243512	0238/03;1351/08;CG7850;Dmel\CG7850;JNK-DSP;PUC;PUC/MKP;Puc;hrt;l(3)84Eh;l(3)A251.1;l(3)j4E1;vco
A1Z6W5	FBgn0033153	BcDNA:RH70774;CG11086;D-GADD45;Dmel\CG11086;GADD45;GG1086
A1Z6W6	FBgn0033154	Dmel\CG1850
A1Z6W1	FBgn0050385	BcDNA:AT12446;CG11074;Dmel\CG30385
A1Z6W3	FBgn0003090	CG11084;CG12830;Dmel\CG11084;Pk;Pk-Sple;Sple;pk-sple;pkM;sple
A1Z6W2	FBgn0050384	CG11074;Dmel\CG30384
X2JAJ8	FBgn0028986	CG9334;Dmel\CG9334;Sp3;Spn3;sp3
A1Z6W9	FBgn0003174	CG11101;CT31067;Dmel\CG11101;l(2)pwn
Q4V3F5	FBgn0033993	Dmel\CG8089
Q9VPD2	FBgn0037011	Dmel\CG4858;Nubp2
Q9VPD3	FBgn0037010	Dmel\CG4825;ptdss1
Q9VPD6	FBgn0037007	BNIP3;Dmel\CG5059
Q9VPD7	FBgn0052425	CG15869;CG5100;Dmel\CG32425
Q9VPD4	FBgn0037009	BcDNA:RH26504;Dmel\CG5104
Q9VPD5	FBgn0037008	CG5047;D-MTERF3;DmMTERF3;DmMterf3;Dmel\CG5047;MTERF3;Mterf3
A0A0B4KF76	FBgn0261238	AF10;CG1070;Dalf;Dmel\CG1070;anon-WO0118547.226;dAF10;l(3)84Be;l(3)g2;l(3)g5;l(3)j13A6;l(3)j8C8;l(3)j8c8;l(3)r13;l(3j8C8;stk
Q9VPD8	FBgn0037005	Dmel\CG5078
A0A0B4KF75	FBgn0034031	BcDNA:AT28470;Dmel\CG12963
Q9VHV9	FBgn0037548	Dmel\CG7900
A0A0B4KF73	FBgn0263980	CG12958;CG12959;CG14163;CG18625;CG30470;CG34318;CG34318/CG34365/CG8179;CG34365;CG43223;CG8179;Dm_2R:47664;Dm_2R:47672;Dmel\CG43729;Dmel_CG12958;Dmel_CG12959;Dmel_CG18625;Dmel_CG30470;Dmel_CG34318;Dmel_CG34365;Dmel_CG43223;Dmel_CG8179;mdcds_11908
Q8SXB3	FBgn0052099	BcDNA:GH12334;Dmel\CG32099;EAP;eap
A0A0B4KF71	FBgn0037466	Dmel\CG1965
Q9V5Q4	FBgn0033556	Dmel\CG12343;Syf2
A5YTR9	FBgn0260959	CG13184;CG30038;CG42572;CG8981;Dmcph1;Dmel\CG42572;Dmel_CG30038;Dmel_CG8981;awol;mcph1
Q9VDP8	FBgn0038772	CG4973;Dmel\CG4973
Q9VDP9	FBgn0038771	Dmel\CG4390
A1ZAK4	FBgn0026533	CG593;CG5935;DEK;Dmel\CG5935;EG:EG0003.6;anon-WO0172774.191;anon-WO0172774.192;anon-WO0172774.194;dDEK;dek;l(2)04154;l(2)k09907;lincRNA.S2954
Q9VFK4	FBgn0024321	CG8524;Dmel\CG8524;NK-7.1
A0A0B4K6M2	FBgn0053547	CG33547;CG7301;CG7305;CG7321;DmRIM;Dmel\CG33547;RIM;UNC-10/RIM;dm-Rim
Q7KTL4	FBgn0031878	CG9188;Dmel\CG9188
Q9VDP7	FBgn0038773	Dmel\CG10887
Q8MV37	FBgn0005536	0573/06;0953/04;CG32156;CG5600;CG5891;DMBS;DMYPT;DMbs;Dmel\CG32156;MBS;Mypt;l(3)03802;l(3)72Dd;l(3)S005331b;l(3)S057306;l(3)S057306b;l(3)S095304;l(3)j3B4;l(3)j7A1;mbs
A0AQH0	FBgn0010590	1(2)05070;8392;Beta-1;CG8392;Dmel\CG8392;beta-1;beta1;l(2)05070;prosbeta1
Q9XYZ6	FBgn0027617	BcDNA:GH01073;Dmel\CG5808;UKL;cg5808
Q9XYZ5	FBgn0260962	0263/16;1258/16;1366/03;153636_at;263/16;CG7769;D-DDB1;DDB-1;DDB1;Dbd1;Ddb1;Dmel\CG7769;d-ddb1;dDdb1;l(3)87Dh;l(3)S136603
Q9XYZ4	FBgn0020270	16928;CG16928;Dmel\CG16928;MRE11;Mre11
Q7K2K2	FBgn0033990	CG30474;Dmel\CG10265
A0A0B4LIE3	FBgn0262869	BcDNA:GH26447;CG17203;CG17204;CG17205;CG17208;CG33518;CG34118;CG34119;CG42401;CG42625;CG42801;CG43224;CG4342;DmGfrl;Dmel\CG43224;Dmel_CG17208;Dmel_CG33518;Dmel_CG34118;Dmel_CG34119;Dmel_CG42401;Dmel_CG42625;Dmel_CG42801;Dmel_CG4342;mun
P83104	FBgn0046689	CG31421;Dmel\CG31421;FBgn0046689;TAKL1;anon-AE003732.1
P83102	FBgn0027101	BcDNA:RE60792;CG40478;DDYRK3;DYRK3;Dm3;DmDyrk3;Dmel\CG40478;FBtr0100406
P83103	FBgn0046706	BcDNA:LD07633;CG40080;Dmel\CG40080;haspin
P83100	FBgn0267339	CG33338;Dmel\CG33338;Dp38c;Mpk2B;P38c;dMPK2B;dp38c
P83101	FBgn0046332	BEST:GH16447;BcDNA:AT21229;CG11338;CG31003;CT4237;Dm Gskt;Dmel\CG31003;GSK3b;Gsk3b;Gskt;NEST:bs22e06;NGSK;mjl
A0A0B4LIE8	FBgn0067783	CG4241;Dmel\CG4241;att
X2JC42	FBgn0260660	CG14822;CG33171;CG42543;CG8645;CG8647;COL18A1;CT14872;Dmel\CG42543;Dmel_CG33171;Dmel_CG8647;Dmp;dmp;mp
A0A0B4JD77	FBgn0027596	BEST:GH19041;BcDNA:GH03482;CG10249;Dmel\CG10249;kank
Q4QQ29	FBgn0034463	Dmel\CG15125
A0A0C4DHC0	FBgn0263980	CG12958;CG12959;CG14163;CG18625;CG30470;CG34318;CG34318/CG34365/CG8179;CG34365;CG43223;CG8179;Dm_2R:47664;Dm_2R:47672;Dmel\CG43729;Dmel_CG12958;Dmel_CG12959;Dmel_CG18625;Dmel_CG30470;Dmel_CG34318;Dmel_CG34365;Dmel_CG43223;Dmel_CG8179;mdcds_11908
Q86BR7	FBgn0027518	BcDNA:LD21720;Dmel\CG7609;FBtr0085543;SEA2
Q86BR6	FBgn0039705	CG15513;CG18040;CG18683;CG31033;Dmel\CG31033
Q9VRV8	FBgn0024921	CG7398;Dmel\CG7398;IMPbeta2;TRN;Tm;Trn1;dTRN
Q9VRV9	FBgn0035693	148274_at;Dmel\CG8219;EP(3)3072
Q9VRV6	FBgn0035691	Dmel\CG7386
Q9VRV7	FBgn0035692	Dmel\CG13298;cg13298
Q86BR9	FBgn0250823	CG6963;CK1;CK1-gamma;CK1[[gamma]];CK1gamma;CKI-related;CKIgamma;Dmel\CG6963;Gish;Hrr25;NEST:bs27c08;Spider;anon-WO0118547.425;ms(3)89B;spider
Q86BR8	FBgn0038805	CG4217;D-mtTFA;Dmel\CG4217;MTTFA;Tfam;d-TFAM;d-mttfa;d-tfam;mtTFA;mttfa;tfam
Q9VRV2	FBgn0035689	Dmel\CG7376;SHPRH
Q9VRV0	FBgn0035687	Dmel\CG13296
Q9VRV1	FBgn0035688	Dmel\CG10289;PpV[[R]]
Q8IRU4	FBgn0000479	CG10791;CG10792;CG10797;CG14267;CG14268;CG32498;Dmel\CG32498;EG:140G11.4;EG:96G10.7;EG:BACN05I09.3;EG:BACN5I9.2;PDE4;PDEII;fs(1)M42
Q8IRU1	FBgn0029663	Dmel\CG10804
A1ZB08	FBgn0034281	Dmel\CG14490
A1ZB09	FBgn0050325	Dmel\CG30325
P11536	FBgn0000567	3.3;74EF;CG32180;CG6273;CG6285;Dmel\CG32180;E-74;E74;E74-B;E74A;E74A/B;E74B;ECIP;Eip74;Eip74 A;Eip74A;Eip74E;e74;e74B;eip74EF;eip74ef;l(3)24;l(3)neo24;mE74
Q9VMX7	FBgn0020906	25B;CG8867;Dmel\CG8867;Jon25;Jon25B;SP137;Ser4
Q7JW27	FBgn0033692	CG13176;Dmel\CG13176;Wash;p63;p65
Q7JX94	FBgn0050503	BcDNA:RH50933;CG1672;Dmel\CG30503
Q8IQ00	FBgn0031518	Dmel\CG3277
M9PFC6	FBgn0041096	ANTS;Ants;CG12277;CG17155;CG32096;CG5679;Dmel\CG32096;Rol/Ants;Rols;Rols6;Rols7;anon-WO0257455.19;ants;ants/rols;l(3)08232;l(3)68Fd;l(3)j2A6;rols\ants
Q9W061	FBgn0002872	CG1960;Dmel\CG1960;MDC1;MU2;cDNA D;mu-2;mutator[2]
Q9W060	FBgn0265988	CG11814;CG42863;CG5691;Dmel\CG42863;Dmel_CG11814;Dmel_CG5691
Q7JMV3	FBgn0016126	CG1495;Calcium/calmodulin-dependent protein kinase;CamKI;Dmel\CG1495;caMKI;camKI;dCKI
M9PFC1	FBgn0036232	Dmel\CG14125
Q9W064	FBgn0261723	CG12361;CG13925;CG42234;Dmel\CG42234;Dmel_CG12361;Dmel_CG13925;dDbx;dbx
Q9VHS3	FBgn0037577	Dmel\CG7443
Q04787	FBgn0000529	BSH;Bsh;CG10604;Dmel\CG10604;E86;Hox11-310;lambdaE86
Q9W068	FBgn0262624	CG12026;Dmel\CG12026;TMHS;l(3)62Be;l(3)neo7;neo7
Q9VT14	FBgn0036014	Dmel\CG3222;NEST:bs17c12;bs17c12.y1
Q9VLM5	FBgn0263852	BcDNA:RE23864;CG13393;Dmel\CG13393;OST
Q9VLM4	FBgn0032036	Dmel\CG13384
Q9V9W8	FBgn0043900	BEST:LD21971;CG11518;Dm Pygo;Dmel\CG11518;Pygo;anon-WO02077023.1;dPygo;gam;pNB5.2;pyg;pypo
Q9VLM6	FBgn0032034	BcDNA:SD16838;CG17295;Dmel\CG17295
Q9VLM0	FBgn0040098	AC 004423A;AC004423a;Acp29AB-I;CG17799;Dmel\CG17799;Lectin-29Ca
Q9VLM3	FBgn0032036	Dmel\CG13384
Q9V9W2	FBgn0039857	CG11522;Dmel\CG11522;RPL6;Rp L6;rpl6
Q9V9W3	FBgn0039857	CG11522;Dmel\CG11522;RPL6;Rp L6;rpl6
Q9VNJ5	FBgn0029088	CG2019;Disp;Dmel\CG2019;anon-WO0146227.1
Q9VLM9	FBgn0032032	15010468;Dmel\CG17294;Phos17294
Q9VLM8	FBgn0027094	ARS;AlaRS;CG13391;Dmel\CG13391;alaS
Q9V9W4	FBgn0039856	Dmel\CG1774
Q9V9W5	FBgn0039855	Dmel\CG1638;bs31f06.y1
Q9VSM1	FBgn0262508	CG17926;CG32352;CG32353;CG32355;CG6239;Dmel\CG43078;Dmel_CG32352;Dmel_CG32353;Dmel_CG32355;lincRNA.473
E1JHV2	FBgn0035120	CG13879;Dmel\CG13879;Wac;was
Q8T921	FBgn0031115	Dmel\CG11710
Q9W4T9	FBgn0028369	CG3653;CT12279;DUF;DUF/KIRRE;Dmel\CG3653;Duf;Duf/Kirre;EG:163A10.1;Kirre;RH09239;duf;duf/kirre
Q7KUZ9	FBgn0030662	Dmel\CG9220;dCHSY
O46034	FBgn0020224	CBL;CG7037;CG7043;D-Cbl;D-Cbl L;D-cbl;D-cblL;D-cblS;DCbl;Dcbl;Dmel\CG7037;Dv-Cbl;Dv-cbl;F165;anon-WO0118547.68;cbl;d-cbl;dCbl;v-Cbl
Q8IN78	FBgn0051229	Dmel\CG31229
O46036	FBgn0020496	0256/16;256/16;BcDNA:GH07572;CG7583;CTBP;Dm-CtBP;Dmel\CG7583;EP(3)3528;G9;RE01030;RE61183;ctbp;dCtBP;l(3)03463;l(3)03464;l(3)87DE;l(3)87De;l(3)G9
O46037	FBgn0004397	CG3299;CT11081;Dmel\CG3299;Dmvincp;EG:103B4.1;Vin;Vin2EF;vinc
Q9XZJ4	FBgn0050382	30382;Dmel\CG30382;Prosalpha1R;Prosalpha6
Q9XZJ4	FBgn0263121	18495;Alpha-1;CG18495;Dmel\CG18495;PSA6_DROME;Prosalpha6;alpha-1;alpha1;l(2)SH2 2342;l(2)SH2342;prosalpha1;prosalpha6
M9PDX2	FBgn0031306	Dmel\CG4577
Q8IN71	FBgn0038721	CG16718;Dmel\CG16718
Q9VYE7	FBgn0266375	CG12724;CG15745;CG1630;CG34359;CG4501;CG45017;D-IP3K2;DIP3K2;Dmel\CG45017;Dmel_CG12724;Dmel_CG15745;Dmel_CG1630;Dmel_CG34359;IP[[3]]K-2;IP[[3]]K2;NP2758;dmIP3K2;dmIP3Kbeta;dmIP[[3]]beta;ip3k2
Q9I7M2	FBgn0032818	Dmel\CG10628
Q8IN74	FBgn0261113	2515;CG17836;DM28;Dmel\CG17836;XRP1;anon-EST:Liang-2.44;clone 2.44;l(3)02515;xrp1
A1ZB71	FBgn0063494	CG17530;CT38747;DmGSTE6;Dmel\CG17530;E6;GSTE6;gstE6;gste6
M9PD91	FBgn0037120	Dmel\CG11247
M9PD90	FBgn0032363	DLG5;Dlg5;Dmel\CG6509;LD32687
Q0IGY6	FBgn0083945	CG12441;CG13128;CG13129;Dmel\CG34109
M9NEH9	FBgn0262737	CG7437;Dmel\CG7437;MRE17;MUB;Mub;anon-WO0172774.33;anon-WO0172774.35;anon-WO0172774.36;anon-WO0172774.37;l(3)04093;l(3)j6B10;l(3)j8B3
M9PD94	FBgn0020309	CG14938;Crol;Dmel\CG14938;ORE-15;anon-EST:Liang-1.74;anon-EST:Liang-2.48;clone 1.74;clone 2.48;crol alpha;crol beta;crol gamma;l(2)04418;l(2)s2346
M9NEH6	FBgn0026428	CG6170;DHDAC2;DmHDAC2;Dmel\CG6170;HDAC;HDAC2;dHDAC2;dHDAC6;dmHDA404;hdac6
O02195	FBgn0015834	CG8882;DmTRIP;Dmel\CG8882;eIF-3beta;eIF3-S2;eIF3i
O02194	FBgn0019947	CG18803;CG5868;DPS;DPsn;DmPS;Dmel\CG18803;Dps;DrosPS;PS;PS1;PSN;dPsn;l(3)77CDb;pres;psn
O02193	FBgn0014340	CG3025;Dmel\CG3025;MOF;Mof;dMOF;dmMOF;max
Q9VK38	FBgn0040972	CT35582;Dmel\CG16978
Q9VK39	FBgn0032472	BcDNA:RH70154;CT27834;Dmel\CG9928
Q7JVK8	FBgn0034362	Dmel\CG5323
Q05783	FBgn0004362	CG17950;Dm-HMG-D100;Dmel\CG17950;HMG D;HMG-D;HMG-D100;HMG1;HMGD;Hmg-D;anon-EST:Liang-1.9;clone 1.9;dHMG-D;hmg-D;hmgd
Q9VPK3	FBgn0051974	CG18501;Dmel\CG31974
Q9VK30	FBgn0032477	Dmel\CG5287;dAlg7
Q9VK31	FBgn0032476	Dmel\CG5439
Q9VK33	FBgn0032475	CG16975;Dmel\CG16975;SFMBT;dSFMBT;dSfmbt
Q9VK34	FBgn0024291	BEST:LD38188;CG5216;D.mel1;DSir2;Dmel\CG5216;SIR2;Sir2;Sir2L;dSIR2;dSir2;dmSRT406;dsir2;l(2)05326;sir2
Q9VK35	FBgn0032474	CG9828;DNA J-H;DNAJ-H;Dmel\CG9828;NEST:bs08d07;dDnaJ-H;dHdj2;dnaJ-H
Q9VK36	FBgn0032473	Dmel\CG5204;anon-WO0118547.212
Q9VK37	FBgn0028410	CG5182;Dmel\CG5182;GSK3a
Q9Y1A3	FBgn0027359	BcDNA:SD06593;CG1728;Dmel\CG1728
Q9Y1A7	FBgn0002778	CG3297;Dmel\CG3297;SG29;l(3)B5;l(3)SG29;l(3)ds-5;l(3)ds5;l(3)o52;md
Q9W2A5	FBgn0005778	CG10138;D5;Dmel\CG10138;anon-WO0140519.107
B7YZG2	FBgn0013733	42/4;CG18076;CG18637;Dmel\CG18076;Grv;Shot;Su(Mir)1;grv;kak;kop;l(2)CA4;l(2)k03010;l(2)k04204;l(2)k05434;l(2)k05821;l(2)k10821;l(2)k15606;shortstop/kakapo
Q8INH9	FBgn0038108	Dmel\CG7518
M9NDT0	FBgn0263079	CG15165;CG31790;CG42627;Dmel\CG43338;Dmel_CG31790
Q9VX52	FBgn0040877	Dmel\CG12994
M9NDT5	FBgn0052685	CG12646;CG12647;CG2971;CG32685;Dmel\CG32685
D3DMM3	FBgn0033504	CAP/Vinexin;CG18408;CG18409;CG3451;DCAP;Dmel\CG18408;Rexin;cap;rexin
Q8INH2	FBgn0038143	Dmel\CG9813;ORE-7
